timestamp,close,close_btc-usd,high_btc-usd,low_btc-usd,open_btc-usd,volume_btc-usd,ret_1,ret_7,vol_7,vol_21,mom_7,sma_7,sma_21,rsi_14,target_close_1,target_ret_1
2018-01-22,10931.400390625,10931.400390625,11966.400390625,10240.2001953125,11633.099609375,10537400320,-0.05764598936801968,-0.2090044324001562,0.09105799833874575,0.07270665900713967,-0.2090044324001562,11598.871512276786,13927.890438988095,29.660946739200398,10868.400390625,-0.005763214020962026
2018-01-23,10868.400390625,10868.400390625,11377.599609375,10129.7001953125,10944.5,9660609536,-0.005763214020962026,-0.05414034283756142,0.06722057173450982,0.06863163354562436,-0.05414034283756142,11510.00013950893,13732.0,31.192726105744086,11359.400390625,0.04517684133384825
2018-01-24,11359.400390625,11359.400390625,11501.400390625,10639.7998046875,10903.400390625,9940989952,0.04517684133384825,0.0152656084955336,0.06902862289578815,0.0695612722801397,0.0152656084955336,11534.40025111607,13549.066685267857,31.96927075832575,11259.400390625,-0.008803281560753051
2018-01-25,11259.400390625,11259.400390625,11785.7001953125,11057.400390625,11421.7001953125,8873169920,-0.008803281560753051,-0.01878011944888547,0.06847524647071718,0.06903252622442464,-0.01878011944888547,11503.614536830357,13342.40955171131,37.453827630169755,11171.400390625,-0.007815691506385392
2018-01-26,11171.400390625,11171.400390625,11656.7001953125,10470.2998046875,11256.0,9746199552,-0.007815691506385392,-0.037562243510799065,0.06828883652770053,0.06228377330759437,-0.037562243510799065,11441.328822544643,13044.404808407739,32.58876183382567,11440.7001953125,0.024106181433931617
2018-01-27,11440.7001953125,11440.7001953125,11614.900390625,10989.2001953125,11174.900390625,7583269888,0.024106181433931617,-0.11306902582456324,0.049134340096653115,0.0627788223677463,-0.11306902582456324,11232.9716796875,12754.581008184523,31.654288374348113,11786.2998046875,0.03020790716258781
2018-01-28,11786.2998046875,11786.2998046875,12040.2998046875,11475.2998046875,11475.2998046875,8350360064,0.03020790716258781,0.016051603139857207,0.03409622669006815,0.06286310673860054,0.016051603139857207,11259.571707589286,12531.185779389882,37.12974446419422,11296.400390625,-0.041565158037780714
2018-01-29,11296.400390625,11296.400390625,11875.599609375,11179.2001953125,11755.5,7107359744,-0.041565158037780714,0.03339004948652624,0.029590410523746745,0.061419173881039624,0.03339004948652624,11311.714564732143,12346.723911830357,34.531168190944896,10106.2998046875,-0.10535219581320587
2018-01-30,10106.2998046875,10106.2998046875,11307.2001953125,10036.2001953125,11306.7998046875,8637859840,-0.10535219581320587,-0.07012076833265013,0.05150069528462816,0.06452346042875846,-0.07012076833265013,11202.843052455357,12132.957217261905,40.13709060026258,10221.099609375,0.011359232053877344
2018-01-31,10221.099609375,10221.099609375,10381.599609375,9777.419921875,10108.2001953125,8041160192,0.011359232053877344,-0.10020782278168916,0.04693936027847856,0.06413661624344619,-0.10020782278168916,11040.22865513393,11906.66196986607,42.917380013872524,9170.5400390625,-0.1027834196380305
2018-02-01,9170.5400390625,9170.5400390625,10288.7998046875,8812.2802734375,10237.2998046875,9959400448,-0.1027834196380305,-0.18552145576968415,0.05747062601433549,0.06400621650134873,-0.18552145576968415,10741.820033482143,11704.982933407739,34.828472461568566,8830.75,-0.037052347802326024
2018-02-02,8830.75,8830.75,9142.2802734375,7796.490234375,9142.2802734375,12726899712,-0.037052347802326024,-0.20952166324548405,0.05686883692960093,0.06270081149106557,-0.20952166324548405,10407.44140625,11459.751999627977,32.20471985582202,9174.91015625,0.03897292486481896
2018-02-03,9174.91015625,9174.91015625,9430.75,8251.6298828125,8852.1201171875,7263790080,0.03897292486481896,-0.19804644824019102,0.059511430132279684,0.06319344224237833,-0.19804644824019102,10083.757114955357,11212.833426339286,22.83130096789455,8277.009765625,-0.09786476110758924
2018-02-04,8277.009765625,8277.009765625,9334.8701171875,8031.22021484375,9175.7001953125,7073549824,-0.09786476110758924,-0.29774315071018553,0.05777202088359528,0.0653596093958875,-0.29774315071018553,9582.429966517857,10951.167224702382,24.250825857631696,6955.27001953125,-0.15968807377551097
2018-02-05,6955.27001953125,6955.27001953125,8364.83984375,6756.68017578125,8270.5400390625,9285289984,-0.15968807377551097,-0.3842932457224604,0.07132440410648286,0.07160103952479226,-0.3842932457224604,8962.268484933036,10624.284853980655,22.022130618445345,7754.0,0.11483809805022926
2018-02-06,7754.0,7754.0,7850.7001953125,6048.259765625,7051.75,13999800320,0.11483809805022926,-0.2327557909568898,0.09499753243620035,0.07080476791773786,-0.2327557909568898,8626.225655691964,10446.356282552084,30.141752379869075,7621.2998046875,-0.01711377293171268
2018-02-07,7621.2998046875,7621.2998046875,8509.1103515625,7236.7900390625,7755.490234375,9169280000,-0.01711377293171268,-0.2543561753671699,0.09336852639094419,0.07076720354076654,-0.2543561753671699,8254.82568359375,10276.48486328125,25.023646468029554,8265.58984375,0.08453807822469184
2018-02-08,8265.58984375,8265.58984375,8558.76953125,7637.85986328125,7637.85986328125,9346750464,0.08453807822469184,-0.09868014222257437,0.09817322701643176,0.07359818600868603,-0.09868014222257437,8125.547084263393,10123.660551525298,31.352944947599468,8736.98046875,0.057030488314931294
2018-02-09,8736.98046875,8736.98046875,8736.98046875,7884.7099609375,8271.83984375,6784820224,0.057030488314931294,-0.010618524049486155,0.10034542411263586,0.07500819933624958,-0.010618524049486155,8112.151436941965,9986.973888578868,35.52828729900645,8621.900390625,-0.013171607575021227
2018-02-10,8621.900390625,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256,-0.013171607575021227,-0.06027413415577554,0.09915474627022604,0.06961032685860631,-0.06027413415577554,8033.150041852678,9783.292945498511,32.93031072382955,8129.97021484375,-0.05705588715872301
2018-02-11,8129.97021484375,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824,-0.05705588715872301,-0.01776481542789954,0.09380513280178719,0.06759629474738167,-0.01776481542789954,8012.144391741072,9618.04868861607,28.244086736055337,8926.5703125,0.09798315081177211
2018-02-12,8926.5703125,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808,0.09798315081177211,0.28342541517915154,0.06673523545964657,0.07107627120018617,0.28342541517915154,8293.758719308036,9522.580589657739,36.3955668504818,8598.3095703125,-0.03677344497335466
2018-02-13,8598.3095703125,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872,-0.03677344497335466,0.10888697063612329,0.0621426079978967,0.07136790058357667,0.10888697063612329,8414.37437220982,9414.481026785714,40.392435208149855,9494.6298828125,0.10424378247495736
2018-02-14,9494.6298828125,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904,0.10424378247495736,0.2458019138641947,0.06786941061592176,0.07468080492879932,0.2458019138641947,8681.992954799107,9325.682431175595,45.790754070599604,10166.400390625,0.07075267978887334
2018-02-15,10166.400390625,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288,0.07075267978887334,0.2299667153593754,0.06633539462958031,0.07651602866055483,0.2299667153593754,8953.537318638393,9273.634812127977,56.03503222210202,10233.900390625,0.006639518158486624
2018-02-16,10233.900390625,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744,0.006639518158486624,0.17133149458547026,0.06588110589106923,0.07652620541973226,0.17133149458547026,9167.383021763393,9228.991954985118,58.793461914883316,11112.7001953125,0.0858714440383399
2018-02-17,11112.7001953125,11112.7001953125,11139.5,10149.400390625,10207.5,8660880384,0.0858714440383399,0.28889220378791025,0.06702763278276938,0.07870818374030775,0.28889220378791025,9523.21156529018,9213.37290736607,61.38134117967611,10551.7998046875,-0.050473816513253555
2018-02-18,10551.7998046875,10551.7998046875,11349.7998046875,10326.0,11123.400390625,8744009728,-0.050473816513253555,0.2978891097807417,0.06548712377745824,0.07921049711390585,0.2978891097807417,9869.187220982143,9154.587193080357,63.91136562415562,11225.2998046875,0.06382797366007709
2018-02-19,11225.2998046875,11225.2998046875,11273.7998046875,10513.2001953125,10552.599609375,7652089856,0.06382797366007709,0.25751541876823136,0.061580990391263246,0.07992867580575315,0.25751541876823136,10197.5771484375,9151.201450892857,78.36183964327365,11403.7001953125,0.01589270609507487
2018-02-20,11403.7001953125,11403.7001953125,11958.5,11231.7998046875,11231.7998046875,9926540288,0.01589270609507487,0.32627234482068546,0.054136319556739004,0.07600894722828579,0.32627234482068546,10598.347237723214,9212.982421875,76.41860385534406,10690.400390625,-0.06254985596523333
2018-02-21,10690.400390625,10690.400390625,11418.5,10479.099609375,11372.2001953125,9405339648,-0.06254985596523333,0.12594177156680164,0.05887526988827542,0.07756847117771282,0.12594177156680164,10769.171595982143,9235.330078125,70.49334251102792,10005.0,-0.06411363144322124
2018-02-22,10005.0,10005.0,11039.099609375,9939.08984375,10660.400390625,8040079872,-0.06411363144322124,-0.015875864064318845,0.06098058006634494,0.07530659255486856,-0.015875864064318845,10746.11439732143,9275.06626674107,61.55116705845333,10301.099609375,0.02959516335582202
2018-02-23,10301.099609375,10301.099609375,10487.2998046875,9734.5595703125,9937.0703125,7739500032,0.02959516335582202,0.006566335041873206,0.0620490023658688,0.07476444894376898,0.006566335041873206,10755.714285714286,9345.082914806548,60.63467791347562,9813.0703125,-0.04737642731178393
2018-02-24,9813.0703125,9813.0703125,10597.2001953125,9546.9697265625,10287.7001953125,6917929984,-0.04737642731178393,-0.11694996355257592,0.05183602819169872,0.07546634388467924,-0.11694996355257592,10570.05287388393,9375.471493675595,57.70803013795343,9664.73046875,-0.015116557715992629
