timestamp,nav,cash,holdings
2023-08-11,10000.0,0.0,0.34016249402888593
2023-08-12,10006.207965516029,10006.207965516029,0.0
2023-08-13,10006.207965516029,0.0,0.3417080671738911
2023-08-14,10049.102338924884,0.0,0.3417080671738911
2023-08-15,9967.743116407632,9967.743116407632,0.0
2023-08-16,9967.743116407632,0.0,0.347286592002082
2023-08-17,9260.240968086766,9260.240968086766,0.0
2023-08-18,9260.240968086766,9260.240968086766,0.0
2023-08-19,9260.240968086766,0.0,0.35485009948243823
2023-08-20,9293.37648225914,0.0,0.35485009948243823
2023-08-21,9270.153899674457,0.0,0.35485009948243823
2023-08-22,9237.335810005135,0.0,0.35485009948243823
2023-08-23,9379.270305265305,0.0,0.35485009948243823
2023-08-24,9283.720678380254,0.0,0.35485009948243823
2023-08-25,9243.017569996457,0.0,0.35485009948243823
2023-08-26,9229.105644123585,0.0,0.35485009948243823
2023-08-27,9257.930284040527,0.0,0.35485009948243823
2023-08-28,9263.770063216774,0.0,0.35485009948243823
2023-08-29,9839.068014736276,0.0,0.35485009948243823
2023-08-30,9686.437422629791,9686.437422629791,0.0
2023-08-31,9686.437422629791,9686.437422629791,0.0
2023-09-01,9686.437422629791,9686.437422629791,0.0
2023-09-02,9686.437422629791,9686.437422629791,0.0
2023-09-03,9686.437422629791,9686.437422629791,0.0
2023-09-04,9686.437422629791,9686.437422629791,0.0
2023-09-05,9686.437422629791,9686.437422629791,0.0
2023-09-06,9686.437422629791,9686.437422629791,0.0
2023-09-07,9686.437422629791,0.0,0.3691450199692484
2023-09-08,9562.943272736367,9562.943272736367,0.0
2023-09-09,9562.943272736367,9562.943272736367,0.0
2023-09-10,9562.943272736367,0.0,0.37019430940647813
2023-09-11,9315.07143026559,9315.07143026559,0.0
2023-09-12,9315.07143026559,9315.07143026559,0.0
2023-09-13,9315.07143026559,0.0,0.3551531295928723
2023-09-14,9425.64821843264,0.0,0.3551531295928723
2023-09-15,9450.160720959111,0.0,0.3551531295928723
2023-09-16,9435.80823384113,0.0,0.3551531295928723
2023-09-17,9423.699731829072,9423.699731829072,0.0
2023-09-18,9423.699731829072,0.0,0.3522314669480823
2023-09-19,9584.6117242493,0.0,0.3522314669480823
2023-09-20,9556.746913043704,0.0,0.3522314669480823
2023-09-21,9357.95627888488,0.0,0.3522314669480823
2023-09-22,9362.160354069489,0.0,0.3522314669480823
2023-09-23,9362.097750429855,0.0,0.3522314669480823
2023-09-24,9248.48039992033,0.0,0.3522314669480823
2023-09-25,9263.152354013302,0.0,0.3522314669480823
2023-09-26,9234.54042684461,9234.54042684461,0.0
2023-09-27,9234.54042684461,0.0,0.35042081232169864
2023-09-28,9468.912406126357,0.0,0.35042081232169864
2023-09-29,9430.427029763738,0.0,0.35042081232169864
2023-09-30,9450.11903681866,9450.11903681866,0.0
2023-10-01,9450.11903681866,0.0,0.33770023806025495
2023-10-02,9297.152701251358,9297.152701251358,0.0
2023-10-03,9297.152701251358,0.0,0.3389413045276503
2023-10-04,9422.363047500703,0.0,0.3389413045276503
2023-10-05,9292.385015166969,0.0,0.3389413045276503
2023-10-06,9472.25626671875,0.0,0.3389413045276503
2023-10-07,9479.795062765548,9479.795062765548,0.0
2023-10-08,9479.795062765548,0.0,0.33935079914863747
2023-10-09,9360.543082618635,0.0,0.33935079914863747
2023-10-10,9295.164367425625,0.0,0.33935079914863747
2023-10-11,9119.482723824187,9119.482723824187,0.0
2023-10-12,9119.482723824187,9119.482723824187,0.0
2023-10-13,9119.482723824187,9119.482723824187,0.0
2023-10-14,9119.482723824187,9119.482723824187,0.0
2023-10-15,9119.482723824187,9119.482723824187,0.0
2023-10-16,9119.482723824187,9119.482723824187,0.0
2023-10-17,9119.482723824187,9119.482723824187,0.0
2023-10-18,9119.482723824187,9119.482723824187,0.0
2023-10-19,9119.482723824187,9119.482723824187,0.0
2023-10-20,9119.482723824187,0.0,0.3072296710349668
2023-10-21,9191.823910251847,0.0,0.3072296710349668
2023-10-22,9215.014949951377,0.0,0.3072296710349668
2023-10-23,10165.07290281706,10165.07290281706,0.0
2023-10-24,10165.07290281706,0.0,0.2998411487407829
2023-10-25,10345.365277296818,10345.365277296818,0.0
2023-10-26,10345.365277296818,0.0,0.30287998824670453
2023-10-27,10270.600062073092,0.0,0.30287998824670453
2023-10-28,10325.049838710162,0.0,0.30287998824670453
2023-10-29,10461.014558434033,0.0,0.30287998824670453
2023-10-30,10450.07538510853,0.0,0.30287998824670453
2023-10-31,10500.177177539324,0.0,0.30287998824670453
2023-11-01,10733.235046620484,0.0,0.30287998824670453
2023-11-02,10582.094383110516,0.0,0.30287998824670453
2023-11-03,10519.725951155731,0.0,0.30287998824670453
2023-11-04,10625.694903918593,10625.694903918593,0.0
2023-11-05,10625.694903918593,0.0,0.30316377467746763
2023-11-06,10622.061675556442,10622.061675556442,0.0
2023-11-07,10622.061675556442,0.0,0.29968944785266555
2023-11-08,10685.510380182093,0.0,0.29968944785266555
2023-11-09,10996.542371238838,0.0,0.29968944785266555
2023-11-10,11182.602691879118,0.0,0.29968944785266555
2023-11-11,11129.881932957067,0.0,0.29968944785266555
2023-11-12,11104.848498766123,11104.848498766123,0.0
2023-11-13,11104.848498766123,0.0,0.30422279209551517
2023-11-14,10811.360255424508,10811.360255424508,0.0
2023-11-15,10811.360255424508,10811.360255424508,0.0
2023-11-16,10811.360255424508,0.0,0.2990299867927472
2023-11-17,10943.505811697412,0.0,0.2990299867927472
2023-11-18,10940.22232227212,0.0,0.2990299867927472
2023-11-19,11179.698618257675,0.0,0.2990299867927472
2023-11-20,11206.733966087042,0.0,0.2990299867927472
