timestamp,close,close_btc-usd,high_btc-usd,low_btc-usd,open_btc-usd,volume_btc-usd,ret_1,ret_7,vol_7,vol_21,mom_7,sma_7,sma_21,rsi_14,target_close_1,target_ret_1,pred_ret,signal
2023-08-11,29397.71484375,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197,-0.0010831598801986,0.0111309769927114,0.0089029891072325,0.0103738599695004,0.0111309769927114,29345.55050223214,29357.48623511905,51.64240827649318,29415.96484375,0.0006207965516027,0.0013505929241748413,1
2023-08-12,29415.96484375,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008,0.0006207965516027,0.0128722628073483,0.0088390470503767,0.010340377065108,0.0128722628073483,29398.95591517857,29340.541573660717,51.24602477181711,29282.9140625,-0.0045230806453818,-0.0029938759568682283,0
2023-08-13,29282.9140625,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180,-0.0045230806453818,0.0083003854216334,0.0091572322365823,0.0100552593785773,0.0083003854216334,29433.39285714286,29302.36895461309,50.157082508770216,29408.443359375,0.0042867761250493,0.0016853908961766517,1
2023-08-14,29408.443359375,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304,0.0042867761250493,0.0078087978037617,0.0091273195231456,0.007612696107157,0.0078087978037617,29465.94503348214,29313.39406622024,53.56495284233874,29170.34765625,-0.008096168172366,0.00216806489200992,1
2023-08-15,29170.34765625,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779,-0.008096168172366,-0.0199944461694449,0.00437885150346,0.0078261077105542,-0.0199944461694449,29380.924386160717,29310.677734375,38.98299744601544,28701.779296875,-0.0160631736342917,-0.002446897430435158,0
2023-08-16,28701.779296875,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904,-0.0160631736342917,-0.0290822527325684,0.0065963025952541,0.0084895395904304,-0.0290822527325684,29258.107979910717,29279.57328869048,39.9444021748013,26664.55078125,-0.070979171519405,0.001352785796177363,1
2023-08-17,26664.55078125,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211,-0.070979171519405,-0.0939544467592176,0.0261084286507854,0.0174793008931992,-0.0939544467592176,28863.102120535717,29158.328590029763,20.414779716297215,26049.556640625,-0.0230641103114871,-0.002083970769088637,0
2023-08-18,26049.556640625,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529,-0.0230641103114871,-0.1138917844778273,0.0256572716704838,0.0178472465364088,-0.1138917844778273,28384.79380580357,29002.629092261905,18.225448498712797,26096.205078125,0.0017907574452629,-0.005171862419346354,0
2023-08-19,26096.205078125,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812,0.0017907574452629,-0.112855715706036,0.0257933551491675,0.0178571412241995,-0.112855715706036,27910.542410714286,28847.35704985119,19.146517182269847,26189.583984375,0.0035782561476065,0.0010556603616657379,1
2023-08-20,26189.583984375,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420,0.0035782561476065,-0.1056360057446041,0.0265981029220143,0.0179580047768239,-0.1056360057446041,27468.638113839286,28700.41778273809,20.69880035387517,26124.140625,-0.0024988315741878,0.0019617674722928516,1
2023-08-21,26124.140625,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893,-0.0024988315741878,-0.1116789043962781,0.0258701880053443,0.0179496741546502,-0.1116789043962781,26999.45200892857,28552.51441592262,18.121456968591172,26031.65625,-0.0035401882238949,0.0074453506577952765,1
2023-08-22,26031.65625,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706,-0.0035401882238949,-0.1075986972536993,0.0261717045211556,0.0173387430679031,-0.1075986972536993,26551.067522321428,28378.986979166668,6.597930748245602,26431.640625,0.0153653064237893,0.008252329442092426,1
2023-08-23,26431.640625,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785,0.0153653064237893,-0.0790940048835986,0.0286979478572356,0.0177287659039562,-0.0790940048835986,26226.76199776786,28249.44800967262,15.20402034661724,26162.373046875,-0.0101873198847262,0.009737114801487175,1
2023-08-24,26162.373046875,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023,-0.0101873198847262,-0.0188331593693347,0.011954254049807,0.0177247597342822,-0.0188331593693347,26155.02232142857,28105.81436011905,14.753406843055645,26047.66796875,-0.0043843529759125,0.006676546744028145,1
2023-08-25,26047.66796875,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118,-0.0043843529759125,-7.25030333934562e-05,0.0081022868864433,0.0177223623169296,-7.25030333934562e-05,26154.752511160717,27961.69893973214,14.494379045309644,26008.462890625,-0.0015051281432193,0.008468398897373884,1
2023-08-26,26008.462890625,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316,-0.0015051281432193,-0.0033622585060671,0.0080778039037763,0.0177180430623179,-0.0033622585060671,26142.217912946428,27817.238746279763,14.045145507974269,26089.693359375,0.0031232321991347,0.004890053701171069,1
2023-08-27,26089.693359375,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611,0.0031232321991347,-0.003814135614357,0.0080417055028741,0.0177760048099158,-0.003814135614357,26127.947823660717,27676.659598214286,15.933627907336202,26106.150390625,0.0006307866874213,0.0004194761875205546,1
2023-08-28,26106.150390625,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166,0.0006307866874213,-0.0006886440642485,0.0080001261678767,0.0176855350084666,-0.0006886440642485,26125.37779017857,27530.258277529763,13.930585575895051,27727.392578125,0.0621019247664413,0.0071962558068663,1
2023-08-29,27727.392578125,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712,0.0621019247664413,0.0651413153216096,0.0245693121107913,0.0224254118112715,0.0651413153216096,26367.62583705357,27433.20591517857,37.89637375976085,27297.265625,-0.0155127083050838,0.009298690749390728,1
2023-08-30,27297.265625,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235,-0.0155127083050838,0.0327495751126876,0.0260287465459714,0.0225763904649139,0.0327495751126876,26491.286551339286,27325.38550967262,38.14235355914457,25931.47265625,-0.0500340578984273,-0.00081686162278575,0
2023-08-31,25931.47265625,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451,-0.0500340578984273,-0.0088256669305684,0.0332362553549232,0.0247543456069957,-0.0088256669305684,26458.30078125,27158.80840773809,43.01958123724811,25800.724609375,-0.0050420602257421,-0.010144507531213298,0
2023-09-01,25800.724609375,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221,-0.0050420602257421,-0.0094804402325484,0.0332490135520246,0.0247323883897797,-0.0094804402325484,26423.02315848214,26987.52315848214,47.389900178426544,25868.798828125,0.0026384615075991,-0.0019448798844827891,0
2023-09-02,25868.798828125,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473,0.0026384615075991,-0.0053699468164396,0.0332731367945502,0.0247628932465212,-0.0053699468164396,26403.07114955357,26818.610491071428,47.62531776086532,25969.56640625,0.0038953327054152,-0.0025023178867254973,0
2023-09-03,25969.56640625,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523,0.0038953327054152,-0.0046043834808749,0.033287649604877,0.0248526698030146,-0.0046043834808749,26385.91015625,26660.83203125,47.706013616872994,25812.416015625,-0.0060513290120692,-0.00673132596432668,0
2023-09-04,25812.416015625,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106,-0.0060513290120692,-0.0112515392198722,0.033355966927835,0.0247532929338352,-0.0112515392198722,26343.94810267857,26489.59263392857,46.810829388439856,25779.982421875,-0.0012565113521479,-0.003530132878699006,0
2023-09-05,25779.982421875,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040,-0.0012565113521479,-0.0702341610651977,0.0187184540943916,0.0247679013567061,-0.0702341610651977,26065.746651785717,26328.146670386905,47.39316185700385,25753.236328125,-0.0010374752516241,-0.0032812952203167293,0
2023-09-06,25753.236328125,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327,-0.0010374752516241,-0.0565635151185587,0.0188322568370869,0.0246664756521965,-0.0565635151185587,25845.171037946428,26187.73986235119,42.38423519152656,26240.1953125,0.018908652030005,-0.0010731224525556795,0
2023-09-07,26240.1953125,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100,0.018908652030005,0.011905326795067,0.0084024567120443,0.0199704451599406,0.011905326795067,25889.27427455357,26167.53245907738,50.83292256825518,25905.654296875,-0.0127491816139658,0.020169788160376127,1
2023-09-08,25905.654296875,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400,-0.0127491816139658,0.0040669279289107,0.0098216337924307,0.0195112325398267,0.0040669279289107,25904.264229910717,26160.67996651786,48.5483552177046,25895.677734375,-0.0003851113886439,-0.0009750556921017827,0
2023-09-09,25895.677734375,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132,-0.0003851113886439,0.0010390473260311,0.0097845445485096,0.0195065551862535,0.0010390473260311,25908.104073660717,26151.131045386905,48.84019490078206,25832.2265625,-0.002450261102484,-0.003402270200234776,0
2023-09-10,25832.2265625,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047,-0.002450261102484,-0.0052884919833295,0.0096773171065679,0.0194927161977033,-0.0052884919833295,25888.48409598214,26134.11402529762,47.342671467432304,25162.654296875,-0.025920036896742,0.003108238253821878,1
2023-09-11,25162.654296875,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467,-0.025920036896742,-0.0251724487299709,0.0136151455663998,0.0202688942242503,-0.0251724487299709,25795.66099330357,26088.32896205357,41.41899030884427,25833.34375,0.0266541615686504,-0.001863323980502081,0
2023-09-12,25833.34375,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324,0.0266541615686504,0.002069874496102,0.0178339389975311,0.021174374240327,0.002069874496102,25803.28404017857,26078.88550967262,29.172678418469005,26228.32421875,0.0152895603671128,-0.0017814418504385821,0
2023-09-13,26228.32421875,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070,0.0152895603671128,0.0184476966145865,0.0186584094950692,0.0211716049972007,0.0184476966145865,25871.153738839286,26069.203776041668,38.15415370165176,26539.673828125,0.011870739692642,0.004194162383055236,1
2023-09-14,26539.673828125,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124,0.011870739692642,0.0114129682366479,0.0178139641926442,0.0211961994336607,0.0114129682366479,25913.93638392857,26087.170479910717,58.79554335085776,26608.693359375,0.0026006171627044,0.007937590772171831,1
2023-09-15,26608.693359375,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788,0.0026006171627044,0.0271384406833843,0.0166363014567684,0.0211640007324981,0.0271384406833843,26014.370535714286,26113.88597470238,61.89690119173562,26568.28125,-0.0015187558753523,0.0023464497444399372,1
2023-09-16,26568.28125,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417,-0.0015187558753523,0.0259735822527695,0.0166909795803393,0.0211640889076052,0.0259735822527695,26110.45675223214,26140.54399181548,60.38408968446422,26534.1875,-0.0012832501161511,0.0024368698378344294,1
2023-09-17,26534.1875,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670,-0.0012832501161511,0.0271738456536696,0.016623961473357,0.0211661871825141,0.0271738456536696,26210.736886160717,26161.710379464286,58.55130201406392,26754.28125,0.0082947235523982,-0.004187970421061544,0
